"Naziv isplatitelja";"Datum";"Primatelj";"OIB";"Mjesto";"Proračunski korisnik";"Valuta";"Iznos na poziciji";"Pozicija";"Organizacijska klasifikacija";"Programska klasifikacija";"Izvor financiranja";"Ekonomska klasifikacija";"Funkcijska klasifikacija";"Broj računa";"Opis";"Datum računa";"Datum dospijeća";"IBAN";"Poziv na broj"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"WIENER OSIGURANJE VIENNA INSURANCE GROUP";"52848403362";"ZAGREB";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"316.07";"R0565-1 Zdravstvene i veterinarske usluge";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"5.9.000002 5. POMOĆI - OPĆINE - PRIHODI KORISNIKA GL 02";"323610 Obvezni i preventivni zdravstveni pregledi zaposlenika";"0911 Predškolsko obrazovanje";"25859619";"DV-ZDR PREGLEDI RADNIKA 9. RATA";"2025-11-13T00:00:00.000Z";"2025-11-21T00:00:00.000Z";"HR4924020061100291680";"HR01 63-25859619-0"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"""I.A. MEDIA"" OBRT VL. AHMIČEVIĆ IVANA";"90625517782";"RABAC";;"EUR";"811.12";"R0024-4 Subvencije poljoprivrednicima i obrtnicima";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100002 Redovna djelatnost  ureda gradonačelnika";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"352320 Subvencije obrtnicima";"0133 Ostale opće usluge";"12-2025";"SUBVENCIJA TRG. DRUŠTVIMA 12/2025 25/0004548";"2025-12-23T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR7623800061148002041";"HR00 12-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"75.00";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 - Porez i prirez na drugi dohodak Za mjesec 12/25   - RAŠA";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR9710010051736812009";"HR68 1945-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"POLIKLINIKA MEDICO RIJEKA";"57951842896";"RIJEKA";" UMJETNIČKA ŠKOLA MATKA BRAJŠE RAŠANA";"EUR";"960.00";"R0857 Zdravstvene i veterinarske usluge";"500       03        48478 UMJETNIČKA ŠKOLA MATKA BRAJŠE RAŠANA LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"323610 Obvezni i preventivni zdravstveni pregledi zaposlenika";"0912 Osnovno obrazovanje";"390/POSL1/300";"UŠ-OBVEZNI SISTEMATSKI PREGLED DJELATNIKA-496";"2025-12-18T00:00:00.000Z";"2026-01-02T00:00:00.000Z";"HR3723600001101530152";"HR00 390"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"SPORTSKA ZAJEDNICA GRADA LABINA";"40306567483";"LABIN";;"EUR";"150.00";"R0404 Posebne namjene prema zahtjevima";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5003A500001 Sufinanciranje Sportske zajednice Grada Labina";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"381150 Tekuće donacije sportskim društvima";"0810 Službe rekreacije i sporta";"38-3-2025";"PROGRAM JAVNIH POTREBAU SPORTU 25/0004619";"2025-12-22T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR3723400091110371755";"HR00 22-12"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MATKOVIĆ & ĆAKIĆ D.O.O.";"31298112720";"LABIN";;"EUR";"866.64";"R0024-3 Subvencije trgovačkim društvima i zadrugama izvan javnog sektora";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100002 Redovna djelatnost  ureda gradonačelnika";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"352210 Subvencije trgovačkim društvima izvan javnog sektora";"0133 Ostale opće usluge";"12-2025";"SUBVENCIJA TRG. DRUŠTVIMA 12/2025 25/0004552";"2025-12-23T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR5323600001102214684";"HR00 12-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"HEP OPSKRBA D.O.O.";"63073332379";"ZAGREB";;"EUR";"3.07";"R0353 Troškovi priključaka - električna energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"5-10/25";"HEP ZA P.VETVA 14 OD 01.5.-31.10.25 - ID 2417 25/0004129";"2025-10-31T00:00:00.000Z";"2025-11-25T00:00:00.000Z";"HR2523600001102100146";"HR01 0010305936-251020-1"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"17.50";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 - Porez i prirez na drugi dohodak Za mjesec 12/25   - KRŠAN";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR6010010051721712006";"HR68 1945-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"OŠ VIKTOR CAR EMIN LOVRAN";"21940297306";"LOVRAN";" UMJETNIČKA ŠKOLA MATKA BRAJŠE RAŠANA";"EUR";"961.57";"R0869 Zakupnine i najamnine";"500       03        48478 UMJETNIČKA ŠKOLA MATKA BRAJŠE RAŠANA LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"323590 Ostale zakupnine i najamnine";"0912 Osnovno obrazovanje";"K60-2025-103";"UŠ-NAJAM ŠKOLSKE DVORANE 12/25-511";"2025-12-29T00:00:00.000Z";"2026-01-05T00:00:00.000Z";"HR9324020061100109207";"HR02 1225-10378588-0001031"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"STUDIO GLAZ.KREAT.""ČAROBNA FRULA";"81916650425";"PULA";;"EUR";"300.00";"R0527 Tekuće donacije u novcu-neraspoređena sredstva";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5009A500001 Financiranje udruga građana";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"381190 Ostale tekuće donacije";"0840 Religijske i druge službe zajednice";"30122025";"SUFINANCIRANJE UDRUGA2025. 25/0004618";"2025-12-30T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR9323900011198018231";"HR00 30122025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"HEP OPSKRBA D.O.O.";"63073332379";"ZAGREB";;"EUR";"13.76";"R0353 Troškovi priključaka - električna energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"9-10/25";"HEP ZA VINEŽ BB 02.09.-31.10.25. - ID 2389 25/0003768";"2025-10-31T00:00:00.000Z";"2025-11-25T00:00:00.000Z";"HR2523600001102100146";"HR01 0010375015-251020-0"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UDRUGA LIJEČENIH ALKOHOLIČARA 2centar ""LABIN""";"90640496921";"LABIN";;"EUR";"1300.00";"R0504 Tekuće donacije u novcu-neraspoređena sredstva";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500008 Programi udruga i ustanova u području soc.skrbi";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"3811999 Tekuće donacije - Udruga liječenih alkoholičara""Centar"" Labin";"1070 Socijalna pomoć stanovništvu koje nije obuhvaćeno redovnim socijalnim programima";"15-12-2025";"SINAN.PROGRAMA-PODRŠKA U LIJEČENJUBOL. I OVIS. O ALKOHOLU25/0004497";"2025-12-15T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR6824020061100132064";"HR00 15-12-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"ALCA ZAGREB D.O.O.";"58353015102";"ZAGREB";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"969.75";"R0529-4 Uredski materijal i ostali materijalni rashodi";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322140 Materijal i sredstva za čišćenje i održavanje";"0911 Predškolsko obrazovanje";"114492/711100/1";"DV MATERIJAL ZA ODRŽ.";"2025-10-27T00:00:00.000Z";"2025-11-26T00:00:00.000Z";"HR7123900011100926671";"HR00 1250-23108795-25"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"30.00";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 - Porez i prirez na drugi dohodak Za mjesec 12/25   - SVETA NEDELJA (Labin)";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR5210010051743212006";"HR68 1945-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"ISTARSKA ŽUPANIJA";"90017522601";"LABIN";;"EUR";"7404.35";"R0230 Kapitalne pomoći unutar općeg proračuna";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200004 Županijski centar gospodarenja otpadom ""Kaštijun""";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"363241 Kapitalne pomoći ŽCGO ""Kaštijun""";"0112 Financijski i fiskalni poslovi";"12-12-2025";"SUF. OTPLATE KREDITA ŽCGO KAŠTIJUN - 4.Kvartal 25/0004502";"2025-12-12T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR7924020061800018003";"HR68 7404-19041331726-1103"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"ALCA ZAGREB D.O.O.";"58353015102";"ZAGREB";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"996.40";"R0529-4 Uredski materijal i ostali materijalni rashodi";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322140 Materijal i sredstva za čišćenje i održavanje";"0911 Predškolsko obrazovanje";"117482/711100/1";"DV MAT.ZA ČIŠĆENJE";"2025-11-05T00:00:00.000Z";"2025-12-05T00:00:00.000Z";"HR7123900011100926671";"HR00 1250-23111631-25"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UDRUGA VINARA ""TRS""";"93185475839";"NEDEŠĆINA";;"EUR";"1000.00";"R1109 Tekuće donacije u novcu";"600       01 UPRAVNI ODJEL ZA GOSPODARSTVO I EU PROJEKTE";"L01 6001A600005 Bespovratne potpore i subvencije";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"3811925 Tekuća donacija-Udruga vinogradara i vinara labinštine ""Trs""";"0620 Razvoj zajednice";"19-12-2025";"SUF. PROGRAMA U POD.RAZVOJA MALOG GOSP. 25/0004571";"2025-12-19T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR2423400091110884246";"HR00 19-12-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PODRUČNA VATROGASNA ZAJEDNICA LABIN";"08413119452";"LABIN";;"EUR";"23000.00";"R0082 Tekuće donacije u novcu - PVZ";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1003A100002 Financiranje Područne vatrogasne zajednice Labin";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"381190 Ostale tekuće donacije";"0320 Usluge protupožarne zaštite";"15-12-2025";"FINAN. PVZ-A ZA RAZ. 01.10-31.12.2025. 25/0004501";"2025-12-15T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR8323600001101852819";"HR00 15-12-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"80.00";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 - Porez i prirez na drugi dohodak Za mjesec 12/25   - LABIN";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR0310010051722212000";"HR68 1945-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"HRVATIN MASIMO";"04416855825";"LABIN";"GRADSKA KNJIŽNICA LABIN";"EUR";"1000.00";"R1063 Intelektualne i osobne usluge";"500       04        42266 GRADSKA KNJIŽNICA LABIN";"L01 5004A500013 Financiranje redovne djelatnosti knjižnice";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323720 Ugovori o djelu";"0820 Službe kulture";"25/00320";"GK - UG. O DJELU - MASIMO HRVATIN";"2025-12-29T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR5523800063148004194";"HR69 40002-68585857405-130"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"ISTARSKA ŽUPANIJA";"90017522601";"LABIN";;"EUR";"2313.55";"R0231-1 Kapitalne pomoći Specijalnij bolnici Rovinj";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200006 Specijalna bolnica Rovinj";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"366210 Kapitalne pomoći proračunskim korisnicima drugih proračuna";"0112 Financijski i fiskalni poslovi";"15-12-2025";"SUF. KREDITA ZA ADAP. I IPREMANJE OD. ZA DJ. REHAB. - Rovinj 25/0004500";"2025-12-15T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR7924020061800018003";"HR68 7404-19041331726-4213"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"VODOVOD PULA-LABIN d.o.o-PodružnicaLABIN";"19798348108";"LABIN";;"EUR";"2690.15";"R0480 Subvencija vode i otpadnih voda";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500003 Socijalna zaštita obitelji";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372290 Ostale naknade iz proračuna u naravi";"1060 Stanovanje";"55904300-11-2025";"SUBVENCIJA VODE ZA 11MJ 25/0004572";"2025-11-30T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR5524020061500147397";"HR01 55904300-80004-46"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PETROL D.O.O.";"75550985023";"ZAGREB";"JAVNA VATROGASNA POSTROJBA LABIN";"EUR";"1142.20";"R0118 Energija";"100       03        35837 JAVNA VATROGASNA POSTROJBA LABIN";"L01 1003A100004 Financiranje Javne vatrogasne postrojbe Labin";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322340 Motorni benzin i dizel gorivo";"0320 Usluge protupožarne zaštite";"67633719";"JVP - Gorivo za 11.2025.  415-0178608";"2025-11-30T00:00:00.000Z";"2026-01-04T00:00:00.000Z";"HR8523400091100214118";"HR05 700676337191"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DERMIT SAŠA";"GDPR";"";;"EUR";"1000.00";"R1108-5 Subvencije poljoprivrednicima i obrtnicima - bespovratne potpore poljoprivredi";"600       01 UPRAVNI ODJEL ZA GOSPODARSTVO I EU PROJEKTE";"L01 6001A600005 Bespovratne potpore i subvencije";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"352310 Subvencije poljoprivrednicima";"0620 Razvoj zajednice";"11-12-2025";"SUF. NABAVE PČELARSKE PRIKOLICE 25/0004494";"2025-12-11T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"22.22";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 DOPRINOS ZA MIO II STUP/12.25 sve vrste radnog odnosa";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR7610010051700036001";"HR68 2283-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MRKALJEVIĆ SALMIR i EMIN -OBRT 2M  I EMIN MRKALJEVIĆ";"GDPR";"";"VIJEĆE BOŠNJAČKE NACIONALNE MANJINE";"EUR";"1300.00";"R0094 Reprezentacija";"100       02        45470 VIJEĆE BOŠNJAČKE NACIONALNE MANJINE U GRADU LABINU";"L01 1004A100001 Poslovi redovne djelatnosti nacionalnih manjina";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329310 Reprezentacija";"0840 Religijske i druge službe zajednice";"27347-1-1";"VBNM/SVEČANA SJED.VIJEĆA/ 160024-93 25/0000093";"2025-12-20T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"17.71";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 DOPRINOS ZA OSN. ZDRAVSTVENO OSI sve vrste radnog odnosa";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR6510010051550100001";"HR68 8486-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"ŠKRINJICA D.O.O.";"37919840816";"ZAGREB";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"1497.50";"R0572 Uređaji, strojevi i oprema za ostale namjene";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500003 Opremanje ustanove";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"422730 Oprema";"0911 Predškolsko obrazovanje";"338/201/1";"DV-ORMARIĆI ZA ČETKICE 2X";"2025-10-23T00:00:00.000Z";"2025-11-07T00:00:00.000Z";"HR9123600001102237959";"HR01 2-338-13497"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"GABBICO d.o.o.";"03009705698";"LABIN";;"EUR";"1338.00";"R1108 Subvencije trgovačkim društvima izvan javnog sektora";"600       01 UPRAVNI ODJEL ZA GOSPODARSTVO I EU PROJEKTE";"L01 6001A600005 Bespovratne potpore i subvencije";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"352210 Subvencije trgovačkim društvima izvan javnog sektora";"0620 Razvoj zajednice";"18-12-2025";"SUBVEN. DIGITALIZACIJE POSLOVANJA 25/0004492";"2025-12-18T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR2624070001148028050";"HR00 18-12-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.440/2020";"           ";"LABIN";;"EUR";"90.28";"R0440 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500004 Brendiranje-Praktična realizacija na proj. cakavice, M.Vlačića i rudarstva";"5.5.001 5. TEKUĆE POMOĆI IZ ŽUPANIJSKOG PRORAČUNA";"323710 Autorski honorari";"0820 Službe kulture";"";"UG-440 - DOPRINOS ZA MIO I STUP/12.25 sve vrste radnog odnosa";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR1210010051863000160";"HR68 8168-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"KL PROTEKTION D.O.O.";"03175437865";"Đelekovec";"JAVNA VATROGASNA POSTROJBA LABIN";"EUR";"1539.13";"R0119 Službena, radna i zaštitna odjeća i obuća";"100       03        35837 JAVNA VATROGASNA POSTROJBA LABIN";"L01 1003A100004 Financiranje Javne vatrogasne postrojbe Labin";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322710 Službena, radna i zaštitna odjeća i obuća";"0320 Usluge protupožarne zaštite";"798/O/01";"JVP - vatrog. sv.odjeća  430-171212";"2025-12-10T00:00:00.000Z";"2025-12-17T00:00:00.000Z";"HR9424020061100810984";"HR02 1038-7986-19"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"CENTAR LIČE FARAGUNA";"52329630528";"LABIN";;"EUR";"2833.32";"R0401-5 Tekuće pomoći temeljem prijenosa EU sredstava";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5002T500006 Ravnomj. socijalna i obrazovna inkluzija učen. s teškoćama u razvoju IV -Projekt RAST IV";"5.4.001 5. TEKUĆE POMOĆI IZ DRŽAVNOG PRORAČUNA";"368138 Centar Liče Faraguna-Tekuće pomoći pror. koris. gradskih proračuna temeljem prij. EU sredst";"0912 Osnovno obrazovanje";"12-12-2025";"PROJEKT RAST IV 25/0004514";"2025-12-12T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR4523400091822200000";"HR26 7960-086-52329630528"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"KATKIĆ KREŠIMIR, vl. obrta CVRČAK";"GDPR";"";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"1644.21";"R0573 Uredski materijal i ostali materijalni rashodi";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500004 Financiranje programa za djecu s teškoćama u razvoju , pripadnika manjina i predškole";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322112 Didaktički materijal";"0911 Predškolsko obrazovanje";"2813-00001-100";"DV-INDIV. RAZVOJNE MAPE ZA PREDŠKOLCE";"2025-11-05T00:00:00.000Z";"2025-11-20T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"OŠ IVO LOLA RIBAR";"61381578764";"LABIN";;"EUR";"2833.32";"R0401-5 Tekuće pomoći temeljem prijenosa EU sredstava";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5002T500006 Ravnomj. socijalna i obrazovna inkluzija učen. s teškoćama u razvoju IV -Projekt RAST IV";"5.4.001 5. TEKUĆE POMOĆI IZ DRŽAVNOG PRORAČUNA";"368137 OŠ Ivo Lola Ribar-Tekuće pomoći pror. koris. gradskih proračuna temeljem prij. EU sredst";"0912 Osnovno obrazovanje";"12-12-2025";"PROJEKT RAST IV 25/0004513";"2025-12-12T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR4523400091822200000";"HR26 7960-086-61381578764"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"LAMP OBRT ZA DIZAJN vl. TEO JAKONIŠIĆ";"GDPR";"";" UMJETNIČKA ŠKOLA MATKA BRAJŠE RAŠANA";"EUR";"2000.00";"R0841 Zakupnine i najamnine";"500       03        48478 UMJETNIČKA ŠKOLA MATKA BRAJŠE RAŠANA LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"323530 Zakupnine i najamnine za opremu";"0912 Osnovno obrazovanje";"28-01-2025";"UŠ-NAJAM RAZGLASNE OPREME-508";"2025-12-24T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"OŠ MATIJE VLAČIĆA";"70312178512";"LABIN";;"EUR";"3541.65";"R0401-5 Tekuće pomoći temeljem prijenosa EU sredstava";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5002T500006 Ravnomj. socijalna i obrazovna inkluzija učen. s teškoćama u razvoju IV -Projekt RAST IV";"5.4.001 5. TEKUĆE POMOĆI IZ DRŽAVNOG PRORAČUNA";"368136 OŠ Matije Vlačića-Tekuće pomoći pror. koris. gradskih proračuna temeljem prij. EU sredst";"0912 Osnovno obrazovanje";"12-12-2025";"PROJEKT RAST IV 25/0004512";"2025-12-12T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR4523400091822200000";"HR26 7960-086-70312178512"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"INA INDUSTRIJA NAFTE D.D.";"27759560625";"ZAGREB";"OŠ MATIJE VLAČIĆA LABIN";"EUR";"2176.66";"R0577-1 Energija";"500       03        10581 OSNOVNA ŠKOLA MATIJE VLAČIĆA LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje)";"0912 Osnovno obrazovanje";"176570/INA/1";"MV-LOŽ ULJE-UR853";"2025-12-05T00:00:00.000Z";"2026-01-07T00:00:00.000Z";"HR9223400091100022902";"HR01 9103680120-20256"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"KL PROTEKTION D.O.O.";"03175437865";"Đelekovec";"JAVNA VATROGASNA POSTROJBA LABIN";"EUR";"2704.25";"R0119 Službena, radna i zaštitna odjeća i obuća";"100       03        35837 JAVNA VATROGASNA POSTROJBA LABIN";"L01 1003A100004 Financiranje Javne vatrogasne postrojbe Labin";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322710 Službena, radna i zaštitna odjeća i obuća";"0320 Usluge protupožarne zaštite";"839/O/01";"JVP - radna odjeća  447-0171212";"2025-12-19T00:00:00.000Z";"2025-12-26T00:00:00.000Z";"HR9424020061100810984";"HR02 1038-8397-19"
